index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
10,1,0,0.10627094656229019,0.021057039499282837,0.05378792807459831,0.004620687570422888,0.006551544647663832,0.03310595452785492
20,2,0,0.08434172719717026,0.0092419208958745,0.058695342391729355,0.004511658102273941,0.002269127406179905,0.021284669637680054
21,2,1,0.07379543036222458,0.009036621078848839,0.05083383992314339,0.003807483706623316,0.007065150886774063,0.027980273589491844
30,3,0,0.08162978291511536,0.010125114582479,0.047644950449466705,0.0032997485250234604,0.006485538091510534,0.02931060455739498
31,3,1,0.17200054228305817,0.03888861835002899,0.10659553110599518,0.015239987522363663,0.008996390737593174,0.041247423738241196
32,3,2,0.08283404260873795,0.01206701435148716,0.06217236444354057,0.006641127169132233,0.004928232170641422,0.02693105675280094
40,4,0,0.10196282714605331,0.01467878371477127,0.05755589157342911,0.004801057279109955,0.007995160296559334,0.03242013230919838
41,4,1,0.13910908997058868,0.03026844561100006,0.07705239206552505,0.009164552204310894,0.016488371416926384,0.049912501126527786
42,4,2,0.37901705503463745,0.15317308902740479,0.26753079891204834,0.07609623670578003,0.025956248864531517,0.07200395315885544
43,4,3,0.7610390782356262,0.5917932391166687,0.466442346572876,0.22186869382858276,0.1021314188838005,0.1361064910888672
50,5,0,0.11656448990106583,0.02420930564403534,0.03991250693798065,0.002473518019542098,0.003255534218624234,0.033220499753952026
51,5,1,1.5174403190612793,2.721336603164673,0.5334615111351013,0.2940630316734314,0.2939046621322632,0.20831118524074554
52,5,2,0.6050101518630981,0.37477564811706543,0.29086530208587646,0.08954493701457977,0.08072958886623383,0.11994262784719467
53,5,3,1.1328144073486328,1.6744922399520874,0.4266378879547119,0.19866293668746948,0.2423304319381714,0.18488401174545288
54,5,4,1.0619523525238037,1.1561890840530396,0.4022265672683716,0.16655637323856354,0.12794937193393707,0.14670032262802124
60,6,0,1.1920135021209717,1.4805148839950562,0.5630130767822266,0.32543325424194336,0.17563478648662567,0.20179346203804016
61,6,1,0.25750747323036194,0.09181435406208038,0.126583069562912,0.022542010992765427,0.028850039467215538,0.07156649976968765
62,6,2,0.07099530100822449,0.007922083139419556,0.04355360195040703,0.003008656669408083,0.005836831871420145,0.02885294519364834
63,6,3,0.11311983317136765,0.019996315240859985,0.061552148312330246,0.006059694103896618,0.01011531800031662,0.03706812858581543
64,6,4,0.08219510316848755,0.011173613369464874,0.04011201858520508,0.0026702287141233683,0.005019135773181915,0.02657286636531353
65,6,5,0.492732435464859,0.31287574768066406,0.1581525355577469,0.03140198811888695,0.06253539770841599,0.11117277294397354
70,7,0,0.11926881223917007,0.016368577256798744,0.07590947300195694,0.006708545610308647,0.0038208712358027697,0.02608533203601837
71,7,1,0.08718957751989365,0.015845121815800667,0.053539324551820755,0.004996391478925943,0.010566610842943192,0.034734778106212616
72,7,2,0.08189616352319717,0.01094547938555479,0.06677766144275665,0.007365511264652014,0.00508128060027957,0.028744954615831375
73,7,3,0.07031720131635666,0.007040764670819044,0.048704348504543304,0.00335590704344213,0.003856467781588435,0.021284347400069237
74,7,4,0.0678214356303215,0.011613624170422554,0.04185734689235687,0.004106842912733555,0.009637484326958656,0.032188475131988525
75,7,5,0.25770577788352966,0.12675677239894867,0.11117232590913773,0.024488043040037155,0.0537027008831501,0.07583308964967728
76,7,6,0.47507816553115845,0.23449282348155975,0.2612713575363159,0.06964656710624695,0.03792353346943855,0.08408257365226746
80,8,0,0.9348993301391602,1.0951120853424072,0.3263356685638428,0.12975895404815674,0.15261323750019073,0.16026294231414795
81,8,1,1.9330103397369385,4.090641975402832,0.6747205853462219,0.4646238684654236,0.46406811475753784,0.2621551752090454
82,8,2,0.11532431840896606,0.030285971239209175,0.05218464508652687,0.006045452784746885,0.011044061742722988,0.036447614431381226
83,8,3,0.3568877577781677,0.15794631838798523,0.14472903311252594,0.02654891088604927,0.021477704867720604,0.061267051845788956
84,8,4,0.6610884070396423,0.45561671257019043,0.24024397134780884,0.05989464744925499,0.03862820565700531,0.08584106713533401
85,8,5,2.1772172451019287,5.35667085647583,0.509015679359436,0.27262797951698303,0.26283887028694153,0.25756341218948364
86,8,6,0.9174927473068237,1.1471800804138184,0.2888301610946655,0.11415094882249832,0.22740621864795685,0.18050122261047363
87,8,7,0.7460180521011353,0.589285671710968,0.30899304151535034,0.10009413212537766,0.06445726007223129,0.11110333353281021
90,9,0,0.08746806532144547,0.011404374614357948,0.04372185468673706,0.0028000562451779842,0.002094823867082596,0.026474235579371452
91,9,1,0.7542140483856201,0.6669395565986633,0.3810681998729706,0.16858907043933868,0.13131338357925415,0.14652393758296967
92,9,2,0.08261746168136597,0.010799999348819256,0.05295911431312561,0.0044449190609157085,0.005158178508281708,0.027154941111803055
93,9,3,0.4393130838871002,0.3489496111869812,0.21858540177345276,0.07693588733673096,0.07507054507732391,0.10180890560150146
94,9,4,0.3512944281101227,0.14935287833213806,0.18028703331947327,0.039439551532268524,0.027752293273806572,0.06226084753870964
95,9,5,1.2599222660064697,1.9547449350357056,0.4094019830226898,0.1876257359981537,0.2291269451379776,0.18114642798900604
96,9,6,0.8664045929908752,0.8117479085922241,0.3802560865879059,0.15524379909038544,0.10463191568851471,0.1290280967950821
97,9,7,0.07306292653083801,0.01048213616013527,0.041584450751543045,0.003134686267003417,0.006437146104872227,0.02590106427669525
98,9,8,1.524586796760559,2.5444142818450928,0.5009784698486328,0.27307945489883423,0.21412190794944763,0.18691758811473846
