var_row,var_col,dependence
6,0,1
6,1,1
5,4,1
6,3,1
6,2,1
6,4,1
2,0,1
3,1,1
6,5,1
4,3,1
4,2,1
4,0,0
4,1,0
5,2,0
3,2,0
3,0,0
2,1,0
5,3,0
5,0,0
5,1,0
1,0,0
