index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
7,1,0,0.05800437182188034,0.006317409686744213,0.033741094172000885,0.0019477260066196322,0.003837283467873931,0.019229693338274956
14,2,0,1.5036442279815674,2.3468430042266846,0.6914175152778625,0.48200294375419617,0.2864178717136383,0.2224167138338089
15,2,1,0.12122783064842224,0.021484525874257088,0.0631498247385025,0.005962731782346964,0.0026401847135275602,0.025272276252508163
21,3,0,0.1021205261349678,0.016086585819721222,0.06264948844909668,0.005691263359040022,0.007242206018418074,0.030793046578764915
22,3,1,0.08794217556715012,0.011640027165412903,0.057136353105306625,0.004555748775601387,0.0027862072456628084,0.01900685392320156
23,3,2,0.0844007357954979,0.01181088574230671,0.04152742400765419,0.002664924133569002,0.0030579010490328074,0.01884172484278679
28,4,0,1.1464136838912964,1.4086825847625732,0.4804374873638153,0.23904770612716675,0.12214727699756622,0.14947547018527985
29,4,1,1.1242316961288452,1.420538306236267,0.4911869168281555,0.2508557140827179,0.14883051812648773,0.15921550989151
30,4,2,1.8253679275512695,3.4519996643066406,0.6344943642616272,0.4062238335609436,0.2520020604133606,0.2144140601158142
31,4,3,0.6647047996520996,0.4823440909385681,0.311194509267807,0.10206130146980286,0.06480530649423599,0.098861463367939
35,5,0,0.04622160643339157,0.0031189124565571547,0.030453521758317947,0.0013713755179196596,0.0013906826497986913,0.016445862129330635
36,5,1,0.09286171197891235,0.01038327906280756,0.06668850034475327,0.005564832128584385,0.001385590061545372,0.018219711259007454
37,5,2,0.5310388207435608,0.29086533188819885,0.28767767548561096,0.086417555809021,0.04105167090892792,0.09682603925466537
38,5,3,0.6913211345672607,0.525475263595581,0.4937647879123688,0.2598057687282562,0.11497748643159866,0.14457646012306213
39,5,4,0.26154759526252747,0.1003204807639122,0.12483274191617966,0.021937405690550804,0.02902662567794323,0.06523661315441132
42,6,0,0.14474020898342133,0.030552877113223076,0.07210812717676163,0.007639170624315739,0.004041167441755533,0.02845655009150505
43,6,1,1.1887366771697998,1.6810321807861328,0.5943584442138672,0.3757217228412628,0.22158902883529663,0.18488985300064087
44,6,2,1.0607842206954956,1.197770357131958,0.4339243173599243,0.1969553530216217,0.10600296407938004,0.14391449093818665
45,6,3,0.12685783207416534,0.022405941039323807,0.0687393769621849,0.006274054758250713,0.004152100998908281,0.02539742738008499
46,6,4,1.900856614112854,3.6576132774353027,0.7138734459877014,0.5116535425186157,0.37346160411834717,0.2519896924495697
47,6,5,0.13735462725162506,0.022341178730130196,0.0777701810002327,0.007011822424829006,0.003790157614275813,0.021058959886431694
