var_row,var_col,dependence
3,1,1
6,2,1
5,4,1
6,1,1
4,1,1
1,0,1
3,0,1
2,1,1
5,1,1
6,0,1
4,0,1
4,3,0
2,0,0
5,0,0
6,4,0
5,3,0
4,2,0
6,5,0
6,3,0
5,2,0
3,2,0
