index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
5,1,0,0.8575875163078308,0.8837971687316895,0.39865195751190186,0.1840067356824875,0.12865130603313446,0.13401642441749573
10,2,0,0.9173709154129028,0.8472484350204468,0.5149583220481873,0.26650646328926086,0.13671328127384186,0.1497471183538437
11,2,1,0.05274589732289314,0.005059713032096624,0.0374472476541996,0.002597327809780836,0.0035416451282799244,0.020623913034796715
15,3,0,0.8983567357063293,0.8212795853614807,0.46389564871788025,0.22180037200450897,0.11271265149116516,0.13496875762939453
16,3,1,0.6398058533668518,0.45086753368377686,0.4015515148639679,0.17324204742908478,0.09322907775640488,0.12493348866701126
17,3,2,0.5540167093276978,0.30780524015426636,0.4162652790546417,0.17382055521011353,0.09251163899898529,0.11935652792453766
20,4,0,1.3291529417037964,1.81533944606781,0.6432710886001587,0.4163573682308197,0.2461365908384323,0.20796823501586914
21,4,1,0.8921643495559692,0.8010460734367371,0.5419566035270691,0.294893741607666,0.1448999047279358,0.1650030016899109
22,4,2,0.08099991083145142,0.008892829529941082,0.05836508050560951,0.004674695432186127,0.0017453881446272135,0.018506862223148346
23,4,3,0.1028086319565773,0.012538681738078594,0.0673680454492569,0.005422080401331186,0.0015958542935550213,0.018586432561278343
