index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
7,1,0,0.13312242925167084,0.020366813987493515,0.08287589997053146,0.00795879028737545,0.002408678410574794,0.022897789254784584
14,2,0,0.8048607110977173,0.6680191159248352,0.5620529651641846,0.31834036111831665,0.1896156519651413,0.1737581342458725
15,2,1,0.2107885479927063,0.053008705377578735,0.131471186876297,0.02066209353506565,0.007682017516344786,0.037563666701316833
21,3,0,0.09121919423341751,0.011793640442192554,0.05843884125351906,0.004842524882405996,0.002098333090543747,0.02763395383954048
22,3,1,0.07643242925405502,0.008542373776435852,0.04416733980178833,0.003078562207520008,0.0032501996029168367,0.019680030643939972
23,3,2,0.05966099351644516,0.005775428842753172,0.03729381039738655,0.00211133761331439,0.0011610484216362238,0.01747887209057808
28,4,0,0.037173978984355927,0.0019508169498294592,0.025738976895809174,0.0009343952406197786,0.0011832700110971928,0.012797237373888493
29,4,1,1.0943188667297363,1.2153804302215576,0.6669553518295288,0.44695553183555603,0.23887155950069427,0.20938952267169952
30,4,2,0.06066489964723587,0.005184336099773645,0.042322639375925064,0.0024469683412462473,0.0015584527282044291,0.016680538654327393
31,4,3,0.06350301206111908,0.006263487972319126,0.0394667312502861,0.0023966061417013407,0.0029179914854466915,0.01917044259607792
35,5,0,0.14374761283397675,0.025859598070383072,0.07975614070892334,0.007815958000719547,0.006034912541508675,0.028707491233944893
36,5,1,0.9481353759765625,0.9138960242271423,0.4719145596027374,0.22401535511016846,0.12963415682315826,0.15624907612800598
37,5,2,0.2569631040096283,0.0814155638217926,0.14082778990268707,0.02258247509598732,0.02282058261334896,0.057033468037843704
38,5,3,1.114107370376587,1.3097604513168335,0.5622923970222473,0.3245325982570648,0.16657353937625885,0.16627651453018188
39,5,4,1.031609296798706,1.0879809856414795,0.5725406408309937,0.3302869498729706,0.20380891859531403,0.19221113622188568
42,6,0,0.9496975541114807,0.9258629083633423,0.5656108260154724,0.3212301433086395,0.18688637018203735,0.17607037723064423
43,6,1,0.4042971432209015,0.17642398178577423,0.21741950511932373,0.0521542951464653,0.021997546777129173,0.06575489044189453
44,6,2,1.1336135864257812,1.3801308870315552,0.6649827361106873,0.4478481411933899,0.2744465172290802,0.21022717654705048
45,6,3,0.6455576419830322,0.4713864326477051,0.3398401737213135,0.12328404188156128,0.05590185150504112,0.09535489231348038
46,6,4,0.0502801276743412,0.0037812157534062862,0.030559808015823364,0.0014539832482114434,0.0023002007510513067,0.01611834578216076
47,6,5,0.1569974571466446,0.040503017604351044,0.0724112018942833,0.007752695586532354,0.006678518373519182,0.038597241044044495
