var_row,var_col,dependence
5,0,1
4,1,1
3,2,1
4,3,1
5,3,1
6,3,1
3,0,1
3,1,1
6,2,1
6,4,1
6,5,1
6,0,0
6,1,0
5,2,0
5,4,0
4,0,0
5,1,0
4,2,0
2,0,0
2,1,0
1,0,0
