index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
5,1,0,0.694326639175415,0.6989243030548096,0.36756667494773865,0.18111413717269897,0.17191624641418457,0.13590139150619507
10,2,0,0.29407191276550293,0.09229253232479095,0.18137584626674652,0.03603072836995125,0.01637011580169201,0.058775708079338074
11,2,1,0.5995651483535767,0.4780885875225067,0.40907448530197144,0.20772302150726318,0.13927850127220154,0.1373850405216217
15,3,0,0.5411400198936462,0.297156423330307,0.3376006782054901,0.11482793092727661,0.059741321951150894,0.10745272785425186
16,3,1,0.2108532041311264,0.06550616770982742,0.15114620327949524,0.032248351722955704,0.02855379693210125,0.07007686793804169
17,3,2,0.14368604123592377,0.023790910840034485,0.11199687421321869,0.0139396321028471,0.007019393611699343,0.036127228289842606
20,4,0,1.0164414644241333,1.0438969135284424,0.6047994494438171,0.3668464720249176,0.20669566094875336,0.18480762839317322
21,4,1,0.04223315790295601,0.003212419105693698,0.02990545704960823,0.0016569339204579592,0.0009880807483568788,0.014364669099450111
22,4,2,0.04722718521952629,0.0027673759032040834,0.035677820444107056,0.0015598980244249105,0.0009084096527658403,0.011305514723062515
23,4,3,0.02543048933148384,0.0010679545812308788,0.020196547731757164,0.00068111956352368,-1.2910799341625534e-05,0.010981405153870583
