index,var_row,var_col,precision_abs_mean,precision_square_mean,cond_correlation_abs_mean,cond_correlation_square_mean,kld,iae
10,1,0,0.5171166062355042,0.2790926396846771,0.18556921184062958,0.035520173609256744,0.014596954919397831,0.0470547080039978
20,2,0,0.9484614133834839,0.935455858707428,0.38295474648475647,0.14879567921161652,0.06945923715829849,0.10909702628850937
21,2,1,0.9860512614250183,1.0651676654815674,0.4923492670059204,0.2557608187198639,0.1418376863002777,0.14581915736198425
30,3,0,0.5073081254959106,0.2647702693939209,0.2503300905227661,0.06406170129776001,0.0279696062207222,0.07596606016159058
31,3,1,0.33350521326065063,0.11284071207046509,0.20599406957626343,0.042957987636327744,0.019383646547794342,0.05884970352053642
32,3,2,0.10742533951997757,0.015356386080384254,0.07491263747215271,0.00743494788184762,0.0015296152560040355,0.022865960374474525
40,4,0,1.476819396018982,2.319532632827759,0.46566036343574524,0.22489270567893982,0.13285264372825623,0.1440877467393875
41,4,1,0.7606257200241089,0.6211020350456238,0.30198296904563904,0.09697068482637405,0.062155336141586304,0.09665172547101974
42,4,2,0.079855777323246,0.01115494780242443,0.03503081202507019,0.0020003567915409803,0.0019166495185345411,0.016861367970705032
43,4,3,0.06735886633396149,0.006414562929421663,0.03630508482456207,0.0018301605014130473,0.0006960438331589103,0.015542483888566494
50,5,0,0.6288350820541382,0.49383223056793213,0.2432648241519928,0.07271550595760345,0.049274981021881104,0.0838288813829422
51,5,1,0.20081204175949097,0.04756687581539154,0.09817904978990555,0.011321154423058033,0.006989084649831057,0.03379066288471222
52,5,2,0.08602432906627655,0.012815919704735279,0.04553887993097305,0.003340504365041852,0.002150033600628376,0.022367587313055992
53,5,3,0.08546197414398193,0.010890938341617584,0.056651823222637177,0.004696777556091547,0.00151872169226408,0.019826451316475868
54,5,4,0.9696482419967651,0.9799284338951111,0.4183521568775177,0.17853711545467377,0.08867594599723816,0.12953835725784302
60,6,0,0.6781352162361145,0.46813076734542847,0.3169243037700653,0.10127541422843933,0.057158708572387695,0.09544401615858078
61,6,1,0.048310186713933945,0.003824572078883648,0.028351308777928352,0.001316472771577537,0.0019359885482117534,0.014626632444560528
62,6,2,0.058920372277498245,0.005576716735959053,0.03747088834643364,0.002129530068486929,0.0030178737360984087,0.018692096695303917
63,6,3,0.18447986245155334,0.055141545832157135,0.14346633851528168,0.032023679465055466,0.024281686171889305,0.06295105814933777
64,6,4,0.10410600900650024,0.012063218280673027,0.05353608354926109,0.0031630091834813356,0.0013594749616459012,0.018649997189641
65,6,5,0.09151136130094528,0.01069980300962925,0.057545386254787445,0.004171328619122505,0.0020857590716332197,0.02230781689286232
70,7,0,1.2137371301651,1.5048842430114746,0.3817097544670105,0.14855194091796875,0.07449401170015335,0.11921083182096481
71,7,1,1.8813791275024414,3.5828022956848145,0.7360909581184387,0.5437182188034058,0.35448190569877625,0.23670434951782227
72,7,2,1.532981276512146,2.436694860458374,0.671301543712616,0.45356202125549316,0.31712356209754944,0.21575681865215302
73,7,3,0.08156921714544296,0.009888592176139355,0.043714120984077454,0.0028287838213145733,0.002177289454266429,0.02213352359831333
74,7,4,0.43038150668144226,0.2205887883901596,0.14794477820396423,0.025814592838287354,0.017455846071243286,0.048694904893636703
75,7,5,0.4847485423088074,0.24460268020629883,0.20910674333572388,0.046000149101018906,0.01897899992763996,0.06949624419212341
76,7,6,0.19289158284664154,0.05066590756177902,0.09633290022611618,0.012483454309403896,0.009932702407240868,0.038452018052339554
80,8,0,0.355509489774704,0.1462511122226715,0.1369493156671524,0.021472685039043427,0.005632823333144188,0.04065852612257004
81,8,1,0.031490400433540344,0.001331072999164462,0.015384078957140446,0.00032201912836171687,4.713578528026119e-05,0.006970640271902084
82,8,2,0.0907118022441864,0.009605134837329388,0.049569323658943176,0.002832422498613596,0.0021600215695798397,0.016888178884983063
83,8,3,0.07148458063602448,0.005658312700688839,0.04750055447220802,0.002491828054189682,0.001827118219807744,0.017287015914916992
84,8,4,0.8417999148368835,0.7453471422195435,0.3647734522819519,0.14229433238506317,0.10020880401134491,0.12246733903884888
85,8,5,0.7167961001396179,0.5195000767707825,0.3793638050556183,0.14562952518463135,0.06770158559083939,0.11137337982654572
86,8,6,0.03371612727642059,0.0016350776422768831,0.02125956490635872,0.000648464891128242,0.0005544768646359444,0.008847440592944622
87,8,7,0.04824269562959671,0.0033582530450075865,0.02054416574537754,0.0006197296897880733,0.0008474402711726725,0.012063374742865562
90,9,0,1.0912058353424072,1.2327369451522827,0.4274308979511261,0.18823564052581787,0.11433844268321991,0.14170686900615692
91,9,1,0.06766676157712936,0.006476647220551968,0.03342194855213165,0.0015950510278344154,0.001894283457659185,0.017340287566184998
92,9,2,0.12072337418794632,0.01648002304136753,0.0659598782658577,0.0047632805071771145,0.0034672121983021498,0.020633531734347343
93,9,3,0.06673333793878555,0.006791240070015192,0.04526308923959732,0.003154305974021554,0.0022988857235759497,0.01963404193520546
94,9,4,1.318784236907959,1.774428367614746,0.5688290596008301,0.3251335024833679,0.15704864263534546,0.1638093888759613
95,9,5,0.20316669344902039,0.049128640443086624,0.10962243378162384,0.0145036606118083,0.010056150145828724,0.034310128539800644
96,9,6,0.05839652195572853,0.005255988333374262,0.036377664655447006,0.00198683375492692,0.00042684111394919455,0.013012416660785675
97,9,7,0.06800231337547302,0.007753416430205107,0.029655706137418747,0.0015113370027393103,0.0014753363793715835,0.014913908205926418
98,9,8,1.040473461151123,1.0980056524276733,0.5490480661392212,0.3063470721244812,0.1922149956226349,0.17668625712394714
