var_row,var_col,dependence
3,0,1
5,1,1
4,3,1
6,2,1
5,3,1
5,2,1
5,0,1
3,1,1
5,4,1
6,5,1
3,2,1
2,0,0
2,1,0
4,2,0
6,3,0
6,0,0
6,1,0
6,4,0
4,0,0
4,1,0
1,0,0
