var_row,var_col,dependence
3,0,1
8,6,1
2,1,1
7,3,1
5,3,1
9,8,1
4,3,1
3,1,1
8,3,1
8,0,1
9,6,1
3,2,1
7,1,1
5,1,1
9,3,1
8,4,1
8,1,1
1,0,0
6,3,0
8,2,0
8,7,0
8,5,0
9,1,0
4,1,0
4,0,0
6,1,0
5,2,0
9,7,0
5,4,0
9,4,0
9,0,0
7,6,0
4,2,0
7,4,0
9,5,0
7,0,0
6,4,0
9,2,0
7,5,0
5,0,0
6,5,0
7,2,0
2,0,0
6,2,0
6,0,0
