var_row,var_col,dependence
6,0,1
5,4,1
5,3,1
6,2,1
5,1,1
6,5,1
2,0,1
4,1,1
6,3,1
5,2,1
6,1,1
5,0,0
6,4,0
3,1,0
2,1,0
1,0,0
4,2,0
3,2,0
3,0,0
4,3,0
4,0,0
